id,label
118,30118,1.0
119,30119,1.0
120,30120,1.0
121,30121,1.0
122,30122,1.0
123,30123,1.0
124,30124,1.0
125,30125,1.0
126,30126,1.0
127,30127,1.0
128,30128,1.0
129,30129,1.0
130,30130,1.0
131,30131,1.0
132,30132,1.0
133,30133,1.0
134,30134,1.0
135,30135,1.0
136,30136,1.0
137,30137,1.0
138,30138,1.0
139,30139,1.0
140,30140,1.0
141,30141,1.0
142,30142,1.0
143,30143,1.0
144,30144,1.0
145,30145,1.0
146,30146,1.0
147,30147,1.0
148,30148,1.0
149,30149,1.0
150,30150,1.0
151,30151,1.0
152,30152,1.0
153,30153,1.0
154,30154,1.0
155,30155,1.0
156,30156,1.0
157,30157,1.0
158,30158,1.0
159,30159,1.0
160,30160,1.0
161,30161,1.0
162,30162,1.0
163,30163,1.0
164,30164,1.0
165,30165,1.0
166,30166,1.0
167,30167,1.0
168,30168,1.0
169,30169,1.0
170,30170,1.0
171,30171,1.0
172,30172,1.0
173,30173,1.0
174,30174,1.0
175,30175,1.0
176,30176,1.0
177,30177,1.0
178,30178,1.0
179,30179,1.0
180,30180,1.0
181,30181,1.0
182,30182,1.0
183,30183,1.0
184,30184,1.0
185,30185,1.0
186,30186,1.0
187,30187,1.0
188,30188,1.0
189,30189,1.0
190,30190,1.0
191,30191,1.0
192,30192,1.0
193,30193,1.0
194,30194,1.0
195,30195,1.0
196,30196,1.0
197,30197,1.0
198,30198,1.0
199,30199,1.0
200,30200,1.0
201,30201,1.0
202,30202,1.0
203,30203,1.0
204,30204,1.0
205,30205,1.0
206,30206,1.0
207,30207,1.0
208,30208,1.0
209,30209,1.0
210,30210,1.0
211,30211,1.0
212,30212,1.0
213,30213,1.0
214,30214,1.0
215,30215,1.0
216,30216,1.0
217,30217,1.0
218,30218,1.0
219,30219,1.0
220,30220,1.0
221,30221,1.0
222,30222,1.0
223,30223,1.0
224,30224,1.0
225,30225,1.0
226,30226,1.0
227,30227,1.0
228,30228,1.0
229,30229,1.0
230,30230,1.0
231,30231,1.0
232,30232,1.0
233,30233,1.0
234,30234,1.0
235,30235,1.0
236,30236,1.0
237,30237,1.0
238,30238,1.0
239,30239,1.0
240,30240,1.0
241,30241,1.0
242,30242,1.0
243,30243,1.0
244,30244,1.0
245,30245,1.0
246,30246,1.0
247,30247,1.0
248,30248,1.0
249,30249,1.0
250,30250,1.0
251,30251,1.0
252,30252,1.0
253,30253,1.0
254,30254,1.0
255,30255,1.0
256,30256,1.0
257,30257,1.0
258,30258,1.0
259,30259,1.0
260,30260,1.0
261,30261,1.0
262,30262,1.0
263,30263,1.0
264,30264,1.0
265,30265,1.0
266,30266,1.0
267,30267,1.0
268,30268,1.0
269,30269,1.0
270,30270,1.0
271,30271,1.0
272,30272,1.0
273,30273,1.0
274,30274,1.0
275,30275,1.0
276,30276,1.0
277,30277,1.0
278,30278,1.0
279,30279,1.0
280,30280,1.0
281,30281,1.0
282,30282,1.0
283,30283,1.0
284,30284,1.0
285,30285,1.0
286,30286,1.0
287,30287,1.0
288,30288,1.0
289,30289,1.0
290,30290,1.0
291,30291,1.0
292,30292,1.0
293,30293,1.0
294,30294,1.0
295,30295,1.0
296,30296,1.0
297,30297,1.0
298,30298,1.0
299,30299,1.0
300,30300,1.0
301,30301,1.0
302,30302,1.0
303,30303,1.0
304,30304,1.0
305,30305,1.0
306,30306,1.0
307,30307,1.0
308,30308,1.0
309,30309,1.0
310,30310,1.0
311,30311,1.0
312,30312,1.0
313,30313,1.0
314,30314,1.0
315,30315,1.0
316,30316,1.0
317,30317,1.0
318,30318,1.0
319,30319,1.0
320,30320,1.0
321,30321,1.0
322,30322,1.0
323,30323,1.0
324,30324,1.0
325,30325,1.0
326,30326,1.0
327,30327,1.0
328,30328,1.0
329,30329,1.0
330,30330,1.0
331,30331,1.0
332,30332,1.0
333,30333,1.0
334,30334,1.0
335,30335,1.0
336,30336,1.0
337,30337,1.0
338,30338,1.0
339,30339,1.0
340,30340,1.0
341,30341,1.0
342,30342,1.0
343,30343,1.0
344,30344,1.0
345,30345,1.0
346,30346,1.0
347,30347,1.0
348,30348,1.0
349,30349,1.0
350,30350,1.0
351,30351,1.0
352,30352,1.0
353,30353,1.0
354,30354,1.0
355,30355,1.0
356,30356,1.0
357,30357,1.0
358,30358,1.0
359,30359,1.0
360,30360,1.0
361,30361,1.0
362,30362,1.0
363,30363,1.0
364,30364,1.0
365,30365,1.0
366,30366,1.0
367,30367,1.0
368,30368,1.0
369,30369,1.0
370,30370,1.0
371,30371,1.0
372,30372,1.0
373,30373,1.0
374,30374,1.0
375,30375,1.0
376,30376,1.0
377,30377,1.0
378,30378,1.0
379,30379,1.0
380,30380,1.0
381,30381,1.0
382,30382,1.0
383,30383,1.0
384,30384,1.0
385,30385,1.0
386,30386,1.0
387,30387,1.0
388,30388,1.0
389,30389,1.0
390,30390,1.0
391,30391,1.0
392,30392,1.0
393,30393,1.0
394,30394,1.0
395,30395,1.0
396,30396,1.0
397,30397,1.0
398,30398,1.0
399,30399,1.0
400,30400,1.0
401,30401,1.0
402,30402,1.0
403,30403,1.0
404,30404,1.0
405,30405,1.0
406,30406,1.0
407,30407,1.0
408,30408,1.0
409,30409,1.0
410,30410,1.0
411,30411,1.0
412,30412,1.0
413,30413,1.0
414,30414,1.0
415,30415,1.0
416,30416,1.0
417,30417,1.0
418,30418,1.0
419,30419,1.0
420,30420,1.0
421,30421,1.0
422,30422,1.0
423,30423,1.0
424,30424,1.0
425,30425,1.0
426,30426,1.0
427,30427,1.0
428,30428,1.0
429,30429,1.0
430,30430,1.0
431,30431,1.0
432,30432,1.0
433,30433,1.0
434,30434,1.0
435,30435,1.0
436,30436,1.0
437,30437,1.0
438,30438,1.0
439,30439,1.0
440,30440,1.0
441,30441,1.0
442,30442,1.0
443,30443,1.0
444,30444,1.0
445,30445,1.0
446,30446,1.0
447,30447,1.0
448,30448,1.0
449,30449,1.0
450,30450,1.0
451,30451,1.0
452,30452,1.0
453,30453,1.0
454,30454,1.0
455,30455,1.0
456,30456,1.0
457,30457,1.0
458,30458,1.0
459,30459,1.0
460,30460,1.0
461,30461,1.0
462,30462,1.0
463,30463,1.0
464,30464,1.0
465,30465,1.0
466,30466,1.0
467,30467,1.0
468,30468,1.0
469,30469,1.0
470,30470,1.0
471,30471,1.0
472,30472,1.0
473,30473,1.0
474,30474,1.0
475,30475,1.0
476,30476,1.0
477,30477,1.0
478,30478,1.0
479,30479,1.0
480,30480,1.0
481,30481,1.0
482,30482,1.0
483,30483,1.0
484,30484,1.0
485,30485,1.0
486,30486,1.0
487,30487,1.0
488,30488,1.0
489,30489,1.0
490,30490,1.0
491,30491,1.0
492,30492,1.0
493,30493,1.0
494,30494,1.0
495,30495,1.0
496,30496,1.0
497,30497,1.0
498,30498,1.0
499,30499,1.0
500,30500,1.0
501,30501,1.0
502,30502,1.0
503,30503,1.0
504,30504,1.0
505,30505,1.0
506,30506,1.0
507,30507,1.0
508,30508,1.0
509,30509,1.0
510,30510,1.0
511,30511,1.0
512,30512,1.0
513,30513,1.0
514,30514,1.0
515,30515,1.0
516,30516,1.0
517,30517,1.0
518,30518,1.0
519,30519,1.0
520,30520,1.0
521,30521,1.0
522,30522,1.0
523,30523,1.0
524,30524,1.0
525,30525,1.0
526,30526,1.0
527,30527,1.0
528,30528,1.0
529,30529,1.0
530,30530,1.0
531,30531,1.0
532,30532,1.0
533,30533,1.0
534,30534,1.0
535,30535,1.0
536,30536,1.0
537,30537,1.0
538,30538,1.0
539,30539,1.0
540,30540,1.0
541,30541,1.0
542,30542,1.0
543,30543,1.0
544,30544,1.0
545,30545,1.0
546,30546,1.0
547,30547,1.0
548,30548,1.0
549,30549,1.0
550,30550,1.0
551,30551,1.0
552,30552,1.0
553,30553,1.0
554,30554,1.0
555,30555,1.0
556,30556,1.0
557,30557,1.0
558,30558,1.0
559,30559,1.0
560,30560,1.0
561,30561,1.0
562,30562,1.0
563,30563,1.0
564,30564,1.0
565,30565,1.0
566,30566,1.0
567,30567,1.0
568,30568,1.0
569,30569,1.0
570,30570,1.0
571,30571,1.0
572,30572,1.0
573,30573,1.0
574,30574,1.0
575,30575,1.0
576,30576,1.0
577,30577,1.0
578,30578,1.0
579,30579,1.0
580,30580,1.0
581,30581,1.0
582,30582,1.0
583,30583,1.0
584,30584,1.0
585,30585,1.0
586,30586,1.0
587,30587,1.0
588,30588,1.0
589,30589,1.0
590,30590,1.0
591,30591,1.0
592,30592,1.0
593,30593,1.0
594,30594,1.0
595,30595,1.0
596,30596,1.0
597,30597,1.0
598,30598,1.0
599,30599,1.0
600,30600,1.0
601,30601,1.0
602,30602,1.0
603,30603,1.0
604,30604,1.0
605,30605,1.0
606,30606,1.0
607,30607,1.0
608,30608,1.0
609,30609,1.0
610,30610,1.0
611,30611,1.0
612,30612,1.0
613,30613,1.0
614,30614,1.0
615,30615,1.0
616,30616,1.0
617,30617,1.0
618,30618,1.0
619,30619,1.0
620,30620,1.0
621,30621,1.0
622,30622,1.0
623,30623,1.0
624,30624,1.0
625,30625,1.0
626,30626,1.0
627,30627,1.0
628,30628,1.0
629,30629,1.0
630,30630,1.0
631,30631,1.0
632,30632,1.0
633,30633,1.0
634,30634,1.0
635,30635,1.0
636,30636,1.0
637,30637,1.0
638,30638,1.0
639,30639,1.0
640,30640,1.0
641,30641,1.0
642,30642,1.0
643,30643,1.0
644,30644,1.0
645,30645,1.0
646,30646,1.0
647,30647,1.0
648,30648,1.0
649,30649,1.0
650,30650,1.0
651,30651,1.0
652,30652,1.0
653,30653,1.0
654,30654,1.0
655,30655,1.0
656,30656,1.0
657,30657,1.0
658,30658,1.0
659,30659,1.0
660,30660,1.0
661,30661,1.0
662,30662,1.0
663,30663,1.0
664,30664,1.0
665,30665,1.0
666,30666,1.0
667,30667,1.0
668,30668,1.0
669,30669,1.0
670,30670,1.0
671,30671,1.0
672,30672,1.0
673,30673,1.0
674,30674,1.0
675,30675,1.0
676,30676,1.0
677,30677,1.0
678,30678,1.0
679,30679,1.0
680,30680,1.0
681,30681,1.0
682,30682,1.0
683,30683,1.0
684,30684,1.0
685,30685,1.0
686,30686,1.0
687,30687,1.0
688,30688,1.0
689,30689,1.0
690,30690,1.0
691,30691,1.0
692,30692,1.0
693,30693,1.0
694,30694,1.0
695,30695,1.0
696,30696,1.0
697,30697,1.0
698,30698,1.0
699,30699,1.0
700,30700,1.0
701,30701,1.0
702,30702,1.0
703,30703,1.0
704,30704,1.0
705,30705,1.0
706,30706,1.0
707,30707,1.0
708,30708,1.0
709,30709,1.0
710,30710,1.0
711,30711,1.0
712,30712,1.0
713,30713,1.0
714,30714,1.0
715,30715,1.0
716,30716,1.0
717,30717,1.0
718,30718,1.0
719,30719,1.0
720,30720,1.0
721,30721,1.0
722,30722,1.0
723,30723,1.0
724,30724,1.0
725,30725,1.0
726,30726,1.0
727,30727,1.0
728,30728,1.0
729,30729,1.0
730,30730,1.0
731,30731,1.0
732,30732,1.0
733,30733,1.0
734,30734,1.0
735,30735,1.0
736,30736,1.0
737,30737,1.0
738,30738,1.0
739,30739,1.0
740,30740,1.0
741,30741,1.0
742,30742,1.0
743,30743,1.0
744,30744,1.0
745,30745,1.0
746,30746,1.0
747,30747,1.0
748,30748,1.0
749,30749,1.0
750,30750,1.0
751,30751,1.0
752,30752,1.0
753,30753,1.0
754,30754,1.0
755,30755,1.0
756,30756,1.0
757,30757,1.0
758,30758,1.0
759,30759,1.0
760,30760,1.0
761,30761,1.0
762,30762,1.0
763,30763,1.0
764,30764,1.0
765,30765,1.0
766,30766,1.0
767,30767,1.0
768,30768,1.0
769,30769,1.0
770,30770,1.0
771,30771,1.0
772,30772,1.0
773,30773,1.0
774,30774,1.0
775,30775,1.0
776,30776,1.0
777,30777,1.0
778,30778,1.0
779,30779,1.0
780,30780,1.0
781,30781,1.0
782,30782,1.0
783,30783,1.0
784,30784,1.0
785,30785,1.0
786,30786,1.0
787,30787,1.0
788,30788,1.0
789,30789,1.0
790,30790,1.0
791,30791,1.0
792,30792,1.0
793,30793,1.0
794,30794,1.0
795,30795,1.0
796,30796,1.0
797,30797,1.0
798,30798,1.0
799,30799,1.0
800,30800,1.0
801,30801,1.0
802,30802,1.0
803,30803,1.0
804,30804,1.0
805,30805,1.0
806,30806,1.0
807,30807,1.0
808,30808,1.0
809,30809,1.0
810,30810,1.0
811,30811,1.0
812,30812,1.0
813,30813,1.0
814,30814,1.0
815,30815,1.0
816,30816,1.0
817,30817,1.0
818,30818,1.0
819,30819,1.0
820,30820,1.0
821,30821,1.0
822,30822,1.0
823,30823,1.0
824,30824,1.0
825,30825,1.0
826,30826,1.0
827,30827,1.0
828,30828,1.0
829,30829,1.0
830,30830,1.0
831,30831,1.0
832,30832,1.0
833,30833,1.0
834,30834,1.0
835,30835,1.0
836,30836,1.0
837,30837,1.0
838,30838,1.0
839,30839,1.0
840,30840,1.0
841,30841,1.0
842,30842,1.0
843,30843,1.0
844,30844,1.0
845,30845,1.0
846,30846,1.0
847,30847,1.0
848,30848,1.0
849,30849,1.0
850,30850,1.0
851,30851,1.0
852,30852,1.0
853,30853,1.0
854,30854,1.0
855,30855,1.0
856,30856,1.0
857,30857,1.0
858,30858,1.0
859,30859,1.0
860,30860,1.0
861,30861,1.0
862,30862,1.0
863,30863,1.0
864,30864,1.0
865,30865,1.0
866,30866,1.0
867,30867,1.0
868,30868,1.0
869,30869,1.0
870,30870,1.0
871,30871,1.0
872,30872,1.0
873,30873,1.0
874,30874,1.0
875,30875,1.0
876,30876,1.0
877,30877,1.0
878,30878,1.0
879,30879,1.0
880,30880,1.0
881,30881,1.0
882,30882,1.0
883,30883,1.0
884,30884,1.0
885,30885,1.0
886,30886,1.0
887,30887,1.0
888,30888,1.0
889,30889,1.0
890,30890,1.0
891,30891,1.0
892,30892,1.0
893,30893,1.0
894,30894,1.0
895,30895,1.0
896,30896,1.0
897,30897,1.0
898,30898,1.0
899,30899,1.0
900,30900,1.0
901,30901,1.0
902,30902,1.0
903,30903,1.0
904,30904,1.0
905,30905,1.0
906,30906,1.0
907,30907,1.0
908,30908,1.0
909,30909,1.0
910,30910,1.0
911,30911,1.0
912,30912,1.0
913,30913,1.0
914,30914,1.0
915,30915,1.0
916,30916,1.0
917,30917,1.0
918,30918,1.0
919,30919,1.0
920,30920,1.0
921,30921,1.0
922,30922,1.0
923,30923,1.0
924,30924,1.0
925,30925,1.0
926,30926,1.0
927,30927,1.0
928,30928,1.0
929,30929,1.0
930,30930,1.0
931,30931,1.0
932,30932,1.0
933,30933,1.0
934,30934,1.0
935,30935,1.0
936,30936,1.0
937,30937,1.0
938,30938,1.0
939,30939,1.0
940,30940,1.0
941,30941,1.0
942,30942,1.0
943,30943,1.0
944,30944,1.0
945,30945,1.0
946,30946,1.0
947,30947,1.0
948,30948,1.0
949,30949,1.0
950,30950,1.0
951,30951,1.0
952,30952,1.0
953,30953,1.0
954,30954,1.0
955,30955,1.0
956,30956,1.0
957,30957,1.0
958,30958,1.0
959,30959,1.0
960,30960,1.0
961,30961,1.0
962,30962,1.0
963,30963,1.0
964,30964,1.0
965,30965,1.0
966,30966,1.0
967,30967,1.0
968,30968,1.0
969,30969,1.0
970,30970,1.0
971,30971,1.0
972,30972,1.0
973,30973,1.0
974,30974,1.0
975,30975,1.0
976,30976,1.0
977,30977,1.0
978,30978,1.0
979,30979,1.0
980,30980,1.0
981,30981,1.0
982,30982,1.0
983,30983,1.0
984,30984,1.0
985,30985,1.0
986,30986,1.0
987,30987,1.0
988,30988,1.0
989,30989,1.0
990,30990,1.0
991,30991,1.0
992,30992,1.0
993,30993,1.0
994,30994,1.0
995,30995,1.0
996,30996,1.0
997,30997,1.0
998,30998,1.0
999,30999,1.0
1000,31000,1.0
1001,31001,1.0
1002,31002,1.0
1003,31003,1.0
1004,31004,1.0
1005,31005,1.0
1006,31006,1.0
1007,31007,1.0
1008,31008,1.0
1009,31009,1.0
1010,31010,1.0
1011,31011,1.0
1012,31012,1.0
1013,31013,1.0
1014,31014,1.0
1015,31015,1.0
1016,31016,1.0
1017,31017,1.0
1018,31018,1.0
1019,31019,1.0
1020,31020,1.0
1021,31021,1.0
1022,31022,1.0
1023,31023,1.0
1024,31024,1.0
1025,31025,1.0
1026,31026,1.0
1027,31027,1.0
1028,31028,1.0
1029,31029,1.0
1030,31030,1.0
1031,31031,1.0
1032,31032,1.0
1033,31033,1.0
1034,31034,1.0
1035,31035,1.0
1036,31036,1.0
1037,31037,1.0
1038,31038,1.0
1039,31039,1.0
1040,31040,1.0
1041,31041,1.0
1042,31042,1.0
1043,31043,1.0
1044,31044,1.0
1045,31045,1.0
1046,31046,1.0
1047,31047,1.0
1048,31048,1.0
1049,31049,1.0
1050,31050,1.0
1051,31051,1.0
1052,31052,1.0
1053,31053,1.0
1054,31054,1.0
1055,31055,1.0
1056,31056,1.0
1057,31057,1.0
1058,31058,1.0
1059,31059,1.0
1060,31060,1.0
1061,31061,1.0
1062,31062,1.0
1063,31063,1.0
1064,31064,1.0
1065,31065,1.0
1066,31066,1.0
1067,31067,1.0
1068,31068,1.0
1069,31069,1.0
1070,31070,1.0
1071,31071,1.0
1072,31072,1.0
1073,31073,1.0
1074,31074,1.0
1075,31075,1.0
1076,31076,1.0
1077,31077,1.0
1078,31078,1.0
1079,31079,1.0
1080,31080,1.0
1081,31081,1.0
1082,31082,1.0
1083,31083,1.0
1084,31084,1.0
1085,31085,1.0
1086,31086,1.0
1087,31087,1.0
1088,31088,1.0
1089,31089,1.0
1090,31090,1.0
1091,31091,1.0
1092,31092,1.0
1093,31093,1.0
1094,31094,1.0
1095,31095,1.0
1096,31096,1.0
1097,31097,1.0
1098,31098,1.0
1099,31099,1.0
1100,31100,1.0
1101,31101,1.0
1102,31102,1.0
1103,31103,1.0
1104,31104,1.0
1105,31105,1.0
1106,31106,1.0
1107,31107,1.0
1108,31108,1.0
1109,31109,1.0
1110,31110,1.0
1111,31111,1.0
1112,31112,1.0
1113,31113,1.0
1114,31114,1.0
1115,31115,1.0
1116,31116,1.0
1117,31117,1.0
1118,31118,1.0
1119,31119,1.0
1120,31120,1.0
1121,31121,1.0
1122,31122,1.0
1123,31123,1.0
1124,31124,1.0
1125,31125,1.0
1126,31126,1.0
1127,31127,1.0
1128,31128,1.0
1129,31129,1.0
1130,31130,1.0
1131,31131,1.0
1132,31132,1.0
1133,31133,1.0
1134,31134,1.0
1135,31135,1.0
1136,31136,1.0
1137,31137,1.0
1138,31138,1.0
1139,31139,1.0
1140,31140,1.0
1141,31141,1.0
1142,31142,1.0
1143,31143,1.0
1144,31144,1.0
1145,31145,1.0
1146,31146,1.0
1147,31147,1.0
1148,31148,1.0
1149,31149,1.0
1150,31150,1.0
1151,31151,1.0
1152,31152,1.0
1153,31153,1.0
1154,31154,1.0
1155,31155,1.0
1156,31156,1.0
1157,31157,1.0
1158,31158,1.0
1159,31159,1.0
1160,31160,1.0
1161,31161,1.0
1162,31162,1.0
1163,31163,1.0
1164,31164,1.0
1165,31165,1.0
1166,31166,1.0
1167,31167,1.0
1168,31168,1.0
1169,31169,1.0
1170,31170,1.0
1171,31171,1.0
1172,31172,1.0
1173,31173,1.0
1174,31174,1.0
1175,31175,1.0
1176,31176,1.0
1177,31177,1.0
1178,31178,1.0
1179,31179,1.0
1180,31180,1.0
1181,31181,1.0
1182,31182,1.0
1183,31183,1.0
1184,31184,1.0
1185,31185,1.0
1186,31186,1.0
1187,31187,1.0
1188,31188,1.0
1189,31189,1.0
1190,31190,1.0
1191,31191,1.0
1192,31192,1.0
1193,31193,1.0
1194,31194,1.0
1195,31195,1.0
1196,31196,1.0
1197,31197,1.0
1198,31198,1.0
1199,31199,1.0
1200,31200,1.0
1201,31201,1.0
1202,31202,1.0
1203,31203,1.0
1204,31204,1.0
1205,31205,1.0
1206,31206,1.0
1207,31207,1.0
1208,31208,1.0
1209,31209,1.0
1210,31210,1.0
1211,31211,1.0
1212,31212,1.0
1213,31213,1.0
1214,31214,1.0
1215,31215,1.0
1216,31216,1.0
1217,31217,1.0
1218,31218,1.0
1219,31219,1.0
1220,31220,1.0
1221,31221,1.0
1222,31222,1.0
1223,31223,1.0
1224,31224,1.0
1225,31225,1.0
1226,31226,1.0
1227,31227,1.0
1228,31228,1.0
1229,31229,1.0
1230,31230,1.0
1231,31231,1.0
1232,31232,1.0
1233,31233,1.0
1234,31234,1.0
1235,31235,1.0
1236,31236,1.0
1237,31237,1.0
1238,31238,1.0
1239,31239,1.0
1240,31240,1.0
1241,31241,1.0
1242,31242,1.0
1243,31243,1.0
1244,31244,1.0
1245,31245,1.0
1246,31246,1.0
1247,31247,1.0
1248,31248,1.0
1249,31249,1.0
1250,31250,1.0
1251,31251,1.0
1252,31252,1.0
1253,31253,1.0
1254,31254,1.0
1255,31255,1.0
1256,31256,1.0
1257,31257,1.0
1258,31258,1.0
1259,31259,1.0
1260,31260,1.0
1261,31261,1.0
1262,31262,1.0
1263,31263,1.0
1264,31264,1.0
1265,31265,1.0
1266,31266,1.0
1267,31267,1.0
1268,31268,1.0
1269,31269,1.0
1270,31270,1.0
1271,31271,1.0
1272,31272,1.0
1273,31273,1.0
1274,31274,1.0
1275,31275,1.0
1276,31276,1.0
1277,31277,1.0
1278,31278,1.0
1279,31279,1.0
1280,31280,1.0
1281,31281,1.0
1282,31282,1.0
1283,31283,1.0
1284,31284,1.0
1285,31285,1.0
1286,31286,1.0
1287,31287,1.0
1288,31288,1.0
1289,31289,1.0
1290,31290,1.0
1291,31291,1.0
1292,31292,1.0
1293,31293,1.0
1294,31294,1.0
1295,31295,1.0
1296,31296,1.0
1297,31297,1.0
1298,31298,1.0
1299,31299,1.0
1300,31300,1.0
1301,31301,1.0
1302,31302,1.0
1303,31303,1.0
1304,31304,1.0
1305,31305,1.0
1306,31306,1.0
1307,31307,1.0
1308,31308,1.0
1309,31309,1.0
1310,31310,1.0
1311,31311,1.0
1312,31312,1.0
1313,31313,1.0
1314,31314,1.0
1315,31315,1.0
1316,31316,1.0
1317,31317,1.0
1318,31318,1.0
1319,31319,1.0
1320,31320,1.0
1321,31321,1.0
1322,31322,1.0
1323,31323,1.0
1324,31324,1.0
1325,31325,1.0
1326,31326,1.0
1327,31327,1.0
1328,31328,1.0
1329,31329,1.0
1330,31330,1.0
1331,31331,1.0
1332,31332,1.0
1333,31333,1.0
1334,31334,1.0
1335,31335,1.0
1336,31336,1.0
1337,31337,1.0
1338,31338,1.0
1339,31339,1.0
1340,31340,1.0
1341,31341,1.0
1342,31342,1.0
1343,31343,1.0
1344,31344,1.0
1345,31345,1.0
1346,31346,1.0
1347,31347,1.0
1348,31348,1.0
1349,31349,1.0
1350,31350,1.0
1351,31351,1.0
1352,31352,1.0
1353,31353,1.0
1354,31354,1.0
1355,31355,1.0
1356,31356,1.0
1357,31357,1.0
1358,31358,1.0
1359,31359,1.0
1360,31360,1.0
1361,31361,1.0
1362,31362,1.0
1363,31363,1.0
1364,31364,1.0
1365,31365,1.0
1366,31366,1.0
1367,31367,1.0
1368,31368,1.0
1369,31369,1.0
1370,31370,1.0
1371,31371,1.0
1372,31372,1.0
1373,31373,1.0
1374,31374,1.0
1375,31375,1.0
1376,31376,1.0
1377,31377,1.0
1378,31378,1.0
1379,31379,1.0
1380,31380,1.0
1381,31381,1.0
1382,31382,1.0
1383,31383,1.0
1384,31384,1.0
1385,31385,1.0
1386,31386,1.0
1387,31387,1.0
1388,31388,1.0
1389,31389,1.0
1390,31390,1.0
1391,31391,1.0
1392,31392,1.0
1393,31393,1.0
1394,31394,1.0
1395,31395,1.0
1396,31396,1.0
1397,31397,1.0
1398,31398,1.0
1399,31399,1.0
1400,31400,1.0
1401,31401,1.0
1402,31402,1.0
1403,31403,1.0
1404,31404,1.0
1405,31405,1.0
1406,31406,1.0
1407,31407,1.0
1408,31408,1.0
1409,31409,1.0
1410,31410,1.0
1411,31411,1.0
1412,31412,1.0
1413,31413,1.0
1414,31414,1.0
1415,31415,1.0
1416,31416,1.0
1417,31417,1.0
1418,31418,1.0
1419,31419,1.0
1420,31420,1.0
1421,31421,1.0
1422,31422,1.0
1423,31423,1.0
1424,31424,1.0
1425,31425,1.0
1426,31426,1.0
1427,31427,1.0
1428,31428,1.0
1429,31429,1.0
1430,31430,1.0
1431,31431,1.0
1432,31432,1.0
1433,31433,1.0
1434,31434,1.0
1435,31435,1.0
1436,31436,1.0
1437,31437,1.0
1438,31438,1.0
1439,31439,1.0
1440,31440,1.0
1441,31441,1.0
1442,31442,1.0
1443,31443,1.0
1444,31444,1.0
1445,31445,1.0
1446,31446,1.0
1447,31447,1.0
1448,31448,1.0
1449,31449,1.0
1450,31450,1.0
1451,31451,1.0
1452,31452,1.0
1453,31453,1.0
1454,31454,1.0
1455,31455,1.0
1456,31456,1.0
1457,31457,1.0
1458,31458,1.0
1459,31459,1.0
1460,31460,1.0
1461,31461,1.0
1462,31462,1.0
1463,31463,1.0
1464,31464,1.0
1465,31465,1.0
1466,31466,1.0
1467,31467,1.0
1468,31468,1.0
1469,31469,1.0
1470,31470,1.0
1471,31471,1.0
1472,31472,1.0
1473,31473,1.0
1474,31474,1.0
1475,31475,1.0
1476,31476,1.0
1477,31477,1.0
1478,31478,1.0
1479,31479,1.0
1480,31480,1.0
1481,31481,1.0
1482,31482,1.0
1483,31483,1.0
1484,31484,1.0
1485,31485,1.0
1486,31486,1.0
1487,31487,1.0
1488,31488,1.0
1489,31489,1.0
1490,31490,1.0
1491,31491,1.0
1492,31492,1.0
1493,31493,1.0
1494,31494,1.0
1495,31495,1.0
1496,31496,1.0
1497,31497,1.0
1498,31498,1.0
