id,label
220,30220,0.0
221,30221,0.0
222,30222,0.0
223,30223,0.0
224,30224,0.0
225,30225,0.0
226,30226,0.0
227,30227,0.0
228,30228,0.0
229,30229,0.0
230,30230,0.0
231,30231,0.0
232,30232,0.0
233,30233,0.0
234,30234,0.0
235,30235,0.0
236,30236,0.0
237,30237,0.0
238,30238,0.0
239,30239,0.0
240,30240,0.0
241,30241,0.0
242,30242,0.0
243,30243,0.0
244,30244,0.0
245,30245,0.0
246,30246,0.0
247,30247,0.0
248,30248,0.0
249,30249,0.0
250,30250,0.0
251,30251,0.0
252,30252,0.0
253,30253,0.0
254,30254,0.0
255,30255,0.0
256,30256,0.0
257,30257,0.0
258,30258,0.0
259,30259,0.0
260,30260,0.0
261,30261,0.0
262,30262,0.0
263,30263,0.0
264,30264,0.0
265,30265,0.0
266,30266,0.0
267,30267,0.0
268,30268,0.0
269,30269,0.0
270,30270,0.0
271,30271,0.0
272,30272,0.0
273,30273,0.0
274,30274,0.0
275,30275,0.0
276,30276,0.0
277,30277,0.0
278,30278,0.0
279,30279,0.0
280,30280,0.0
281,30281,0.0
282,30282,0.0
283,30283,0.0
284,30284,0.0
285,30285,0.0
286,30286,0.0
287,30287,0.0
288,30288,0.0
289,30289,0.0
290,30290,0.0
291,30291,0.0
292,30292,0.0
293,30293,0.0
294,30294,0.0
295,30295,0.0
296,30296,0.0
297,30297,0.0
298,30298,0.0
299,30299,0.0
300,30300,0.0
301,30301,0.0
302,30302,0.0
303,30303,0.0
304,30304,0.0
305,30305,0.0
306,30306,0.0
307,30307,0.0
308,30308,0.0
309,30309,0.0
310,30310,0.0
311,30311,0.0
312,30312,0.0
313,30313,0.0
314,30314,0.0
315,30315,0.0
316,30316,0.0
317,30317,0.0
318,30318,0.0
319,30319,0.0
320,30320,0.0
321,30321,0.0
322,30322,0.0
323,30323,0.0
324,30324,0.0
325,30325,0.0
326,30326,0.0
327,30327,0.0
328,30328,0.0
329,30329,0.0
330,30330,0.0
331,30331,0.0
332,30332,0.0
333,30333,0.0
334,30334,0.0
335,30335,0.0
336,30336,0.0
337,30337,0.0
338,30338,0.0
339,30339,0.0
340,30340,0.0
341,30341,0.0
342,30342,0.0
343,30343,0.0
344,30344,0.0
345,30345,0.0
346,30346,0.0
347,30347,0.0
348,30348,0.0
349,30349,0.0
350,30350,0.0
351,30351,0.0
352,30352,0.0
353,30353,0.0
354,30354,0.0
355,30355,0.0
356,30356,0.0
357,30357,0.0
358,30358,0.0
359,30359,0.0
360,30360,0.0
361,30361,0.0
362,30362,0.0
363,30363,0.0
364,30364,0.0
365,30365,0.0
366,30366,0.0
367,30367,0.0
368,30368,0.0
369,30369,0.0
370,30370,0.0
371,30371,0.0
372,30372,0.0
373,30373,0.0
374,30374,0.0
375,30375,0.0
376,30376,0.0
377,30377,0.0
378,30378,0.0
379,30379,0.0
380,30380,0.0
381,30381,0.0
382,30382,0.0
383,30383,0.0
384,30384,0.0
385,30385,0.0
386,30386,0.0
387,30387,0.0
388,30388,0.0
389,30389,0.0
390,30390,0.0
391,30391,0.0
392,30392,0.0
393,30393,0.0
394,30394,0.0
395,30395,0.0
396,30396,0.0
397,30397,0.0
398,30398,0.0
399,30399,0.0
400,30400,0.0
401,30401,0.0
402,30402,0.0
403,30403,0.0
404,30404,0.0
405,30405,0.0
406,30406,0.0
407,30407,0.0
408,30408,0.0
409,30409,0.0
410,30410,0.0
411,30411,0.0
412,30412,0.0
413,30413,0.0
414,30414,0.0
415,30415,0.0
416,30416,0.0
417,30417,0.0
418,30418,0.0
419,30419,0.0
420,30420,0.0
421,30421,0.0
422,30422,0.0
423,30423,0.0
424,30424,0.0
425,30425,0.0
426,30426,0.0
427,30427,0.0
428,30428,0.0
429,30429,0.0
430,30430,0.0
431,30431,0.0
432,30432,0.0
433,30433,0.0
434,30434,0.0
435,30435,0.0
436,30436,0.0
437,30437,0.0
438,30438,0.0
439,30439,0.0
440,30440,0.0
441,30441,0.0
442,30442,0.0
443,30443,0.0
444,30444,0.0
445,30445,0.0
446,30446,0.0
447,30447,0.0
448,30448,0.0
449,30449,0.0
450,30450,0.0
451,30451,0.0
452,30452,0.0
453,30453,0.0
454,30454,0.0
455,30455,0.0
456,30456,0.0
457,30457,0.0
458,30458,0.0
459,30459,0.0
460,30460,0.0
461,30461,0.0
462,30462,0.0
463,30463,0.0
464,30464,0.0
465,30465,0.0
466,30466,0.0
467,30467,0.0
468,30468,0.0
469,30469,0.0
470,30470,0.0
471,30471,0.0
472,30472,0.0
473,30473,0.0
474,30474,0.0
475,30475,0.0
476,30476,0.0
477,30477,0.0
478,30478,0.0
479,30479,0.0
480,30480,0.0
481,30481,0.0
482,30482,0.0
483,30483,0.0
484,30484,0.0
485,30485,0.0
486,30486,0.0
487,30487,0.0
488,30488,0.0
489,30489,0.0
490,30490,0.0
491,30491,0.0
492,30492,0.0
493,30493,0.0
494,30494,0.0
495,30495,0.0
496,30496,0.0
497,30497,0.0
498,30498,0.0
499,30499,0.0
500,30500,0.0
501,30501,0.0
502,30502,0.0
503,30503,0.0
504,30504,0.0
505,30505,0.0
506,30506,0.0
507,30507,0.0
508,30508,0.0
509,30509,0.0
510,30510,0.0
511,30511,0.0
512,30512,0.0
513,30513,0.0
514,30514,0.0
515,30515,0.0
516,30516,0.0
517,30517,0.0
518,30518,0.0
519,30519,0.0
520,30520,0.0
521,30521,0.0
522,30522,0.0
523,30523,0.0
524,30524,0.0
525,30525,0.0
526,30526,0.0
527,30527,0.0
528,30528,0.0
529,30529,0.0
530,30530,0.0
531,30531,0.0
532,30532,0.0
533,30533,0.0
534,30534,0.0
535,30535,0.0
536,30536,0.0
537,30537,0.0
538,30538,0.0
539,30539,0.0
540,30540,0.0
541,30541,0.0
542,30542,0.0
543,30543,0.0
544,30544,0.0
545,30545,0.0
546,30546,0.0
547,30547,0.0
548,30548,0.0
549,30549,0.0
550,30550,0.0
551,30551,0.0
552,30552,0.0
553,30553,0.0
554,30554,0.0
555,30555,0.0
556,30556,0.0
557,30557,0.0
558,30558,0.0
559,30559,0.0
560,30560,0.0
561,30561,0.0
562,30562,0.0
563,30563,0.0
564,30564,0.0
565,30565,0.0
566,30566,0.0
567,30567,0.0
568,30568,0.0
569,30569,0.0
570,30570,0.0
571,30571,0.0
572,30572,0.0
573,30573,0.0
574,30574,0.0
575,30575,0.0
576,30576,0.0
577,30577,0.0
578,30578,0.0
579,30579,0.0
580,30580,0.0
581,30581,0.0
582,30582,0.0
583,30583,0.0
584,30584,0.0
585,30585,0.0
586,30586,0.0
587,30587,0.0
588,30588,0.0
589,30589,0.0
590,30590,0.0
591,30591,0.0
592,30592,0.0
593,30593,0.0
594,30594,0.0
595,30595,0.0
596,30596,0.0
597,30597,0.0
598,30598,0.0
599,30599,0.0
600,30600,0.0
601,30601,0.0
602,30602,0.0
603,30603,0.0
604,30604,0.0
605,30605,0.0
606,30606,0.0
607,30607,0.0
608,30608,0.0
609,30609,0.0
610,30610,0.0
611,30611,0.0
612,30612,0.0
613,30613,0.0
614,30614,0.0
615,30615,0.0
616,30616,0.0
617,30617,0.0
618,30618,0.0
619,30619,0.0
620,30620,0.0
621,30621,0.0
622,30622,0.0
623,30623,0.0
624,30624,0.0
625,30625,0.0
626,30626,0.0
627,30627,0.0
628,30628,0.0
629,30629,0.0
630,30630,0.0
631,30631,0.0
632,30632,0.0
633,30633,0.0
634,30634,0.0
635,30635,0.0
636,30636,0.0
637,30637,0.0
638,30638,0.0
639,30639,0.0
640,30640,0.0
641,30641,0.0
642,30642,0.0
643,30643,0.0
644,30644,0.0
645,30645,0.0
646,30646,0.0
647,30647,0.0
648,30648,0.0
649,30649,0.0
650,30650,0.0
651,30651,0.0
652,30652,0.0
653,30653,0.0
654,30654,0.0
655,30655,0.0
656,30656,0.0
657,30657,0.0
658,30658,0.0
659,30659,0.0
660,30660,0.0
661,30661,0.0
662,30662,0.0
663,30663,0.0
664,30664,0.0
665,30665,0.0
666,30666,0.0
667,30667,0.0
668,30668,0.0
669,30669,0.0
670,30670,0.0
671,30671,0.0
672,30672,0.0
673,30673,0.0
674,30674,0.0
675,30675,0.0
676,30676,0.0
677,30677,0.0
678,30678,0.0
679,30679,0.0
680,30680,0.0
681,30681,0.0
682,30682,0.0
683,30683,0.0
684,30684,0.0
685,30685,0.0
686,30686,0.0
687,30687,0.0
688,30688,0.0
689,30689,0.0
690,30690,0.0
691,30691,0.0
692,30692,0.0
693,30693,0.0
694,30694,0.0
695,30695,0.0
696,30696,0.0
697,30697,0.0
698,30698,0.0
699,30699,0.0
700,30700,0.0
701,30701,0.0
702,30702,0.0
703,30703,0.0
704,30704,0.0
705,30705,0.0
706,30706,0.0
707,30707,0.0
708,30708,0.0
709,30709,0.0
710,30710,0.0
711,30711,0.0
712,30712,0.0
713,30713,0.0
714,30714,0.0
715,30715,0.0
716,30716,0.0
717,30717,0.0
718,30718,0.0
719,30719,0.0
720,30720,0.0
721,30721,0.0
722,30722,0.0
723,30723,0.0
724,30724,0.0
725,30725,0.0
726,30726,0.0
727,30727,0.0
728,30728,0.0
729,30729,0.0
730,30730,0.0
731,30731,0.0
732,30732,0.0
733,30733,0.0
734,30734,0.0
735,30735,0.0
736,30736,0.0
737,30737,0.0
738,30738,0.0
739,30739,0.0
740,30740,0.0
741,30741,0.0
742,30742,0.0
743,30743,0.0
744,30744,0.0
745,30745,0.0
746,30746,0.0
747,30747,0.0
748,30748,0.0
749,30749,0.0
750,30750,0.0
751,30751,0.0
752,30752,0.0
753,30753,0.0
754,30754,0.0
755,30755,0.0
756,30756,0.0
757,30757,0.0
758,30758,0.0
759,30759,0.0
760,30760,0.0
761,30761,0.0
762,30762,0.0
763,30763,0.0
764,30764,0.0
765,30765,0.0
766,30766,0.0
767,30767,0.0
768,30768,0.0
769,30769,0.0
770,30770,0.0
771,30771,0.0
772,30772,0.0
773,30773,0.0
774,30774,0.0
775,30775,0.0
776,30776,0.0
777,30777,0.0
778,30778,0.0
779,30779,0.0
780,30780,0.0
781,30781,0.0
782,30782,0.0
783,30783,0.0
784,30784,0.0
785,30785,0.0
786,30786,0.0
787,30787,0.0
788,30788,0.0
789,30789,0.0
790,30790,0.0
791,30791,0.0
792,30792,0.0
793,30793,0.0
794,30794,0.0
795,30795,0.0
796,30796,0.0
797,30797,0.0
798,30798,0.0
799,30799,0.0
800,30800,0.0
801,30801,0.0
802,30802,0.0
803,30803,0.0
804,30804,0.0
805,30805,0.0
806,30806,0.0
807,30807,0.0
808,30808,0.0
809,30809,0.0
810,30810,0.0
811,30811,0.0
812,30812,0.0
813,30813,0.0
814,30814,0.0
815,30815,0.0
816,30816,0.0
817,30817,0.0
818,30818,0.0
819,30819,0.0
820,30820,0.0
821,30821,0.0
822,30822,0.0
823,30823,0.0
824,30824,0.0
825,30825,0.0
826,30826,0.0
827,30827,0.0
828,30828,0.0
829,30829,0.0
830,30830,0.0
831,30831,0.0
832,30832,0.0
833,30833,0.0
834,30834,0.0
835,30835,0.0
836,30836,0.0
837,30837,0.0
838,30838,0.0
839,30839,0.0
840,30840,0.0
841,30841,0.0
842,30842,0.0
843,30843,0.0
844,30844,0.0
845,30845,0.0
846,30846,0.0
847,30847,0.0
848,30848,0.0
849,30849,0.0
850,30850,0.0
851,30851,0.0
852,30852,0.0
853,30853,0.0
854,30854,0.0
855,30855,0.0
856,30856,0.0
857,30857,0.0
858,30858,0.0
859,30859,0.0
860,30860,0.0
861,30861,0.0
862,30862,0.0
863,30863,0.0
864,30864,0.0
865,30865,0.0
866,30866,0.0
867,30867,0.0
868,30868,0.0
869,30869,0.0
870,30870,0.0
871,30871,0.0
872,30872,0.0
873,30873,0.0
874,30874,0.0
875,30875,0.0
876,30876,0.0
877,30877,0.0
878,30878,0.0
879,30879,0.0
880,30880,0.0
881,30881,0.0
882,30882,0.0
883,30883,0.0
884,30884,0.0
885,30885,0.0
886,30886,0.0
887,30887,0.0
888,30888,0.0
889,30889,0.0
890,30890,0.0
891,30891,0.0
892,30892,0.0
893,30893,0.0
894,30894,0.0
895,30895,0.0
896,30896,0.0
897,30897,0.0
898,30898,0.0
899,30899,0.0
900,30900,0.0
901,30901,0.0
902,30902,0.0
903,30903,0.0
904,30904,0.0
905,30905,0.0
906,30906,0.0
907,30907,0.0
908,30908,0.0
909,30909,0.0
910,30910,0.0
911,30911,0.0
912,30912,0.0
913,30913,0.0
914,30914,0.0
915,30915,0.0
916,30916,0.0
917,30917,0.0
918,30918,0.0
919,30919,0.0
920,30920,0.0
921,30921,0.0
922,30922,0.0
923,30923,0.0
924,30924,0.0
925,30925,0.0
926,30926,0.0
927,30927,0.0
928,30928,0.0
929,30929,0.0
930,30930,0.0
931,30931,0.0
932,30932,0.0
933,30933,0.0
934,30934,0.0
935,30935,0.0
936,30936,0.0
937,30937,0.0
938,30938,0.0
939,30939,0.0
940,30940,0.0
941,30941,0.0
942,30942,0.0
943,30943,0.0
944,30944,0.0
945,30945,0.0
946,30946,0.0
947,30947,0.0
948,30948,0.0
949,30949,0.0
950,30950,0.0
951,30951,0.0
952,30952,0.0
953,30953,0.0
954,30954,0.0
955,30955,0.0
956,30956,0.0
957,30957,0.0
958,30958,0.0
959,30959,0.0
960,30960,0.0
961,30961,0.0
962,30962,0.0
963,30963,0.0
964,30964,0.0
965,30965,0.0
966,30966,0.0
967,30967,0.0
968,30968,0.0
969,30969,0.0
970,30970,0.0
971,30971,0.0
972,30972,0.0
973,30973,0.0
974,30974,0.0
975,30975,0.0
976,30976,0.0
977,30977,0.0
978,30978,0.0
979,30979,0.0
980,30980,0.0
981,30981,0.0
982,30982,0.0
983,30983,0.0
984,30984,0.0
985,30985,0.0
986,30986,0.0
987,30987,0.0
988,30988,0.0
989,30989,0.0
990,30990,0.0
991,30991,0.0
992,30992,0.0
993,30993,0.0
994,30994,0.0
995,30995,0.0
996,30996,0.0
997,30997,0.0
998,30998,0.0
999,30999,0.0
1000,31000,0.0
1001,31001,0.0
1002,31002,0.0
1003,31003,0.0
1004,31004,0.0
1005,31005,0.0
1006,31006,0.0
1007,31007,0.0
1008,31008,0.0
1009,31009,0.0
1010,31010,0.0
1011,31011,0.0
1012,31012,0.0
1013,31013,0.0
1014,31014,0.0
1015,31015,0.0
1016,31016,0.0
1017,31017,0.0
1018,31018,0.0
1019,31019,0.0
1020,31020,0.0
1021,31021,0.0
1022,31022,0.0
1023,31023,0.0
1024,31024,0.0
1025,31025,0.0
1026,31026,0.0
1027,31027,0.0
1028,31028,0.0
1029,31029,0.0
1030,31030,0.0
1031,31031,0.0
1032,31032,0.0
1033,31033,0.0
1034,31034,0.0
1035,31035,0.0
1036,31036,0.0
1037,31037,0.0
1038,31038,0.0
1039,31039,0.0
1040,31040,0.0
1041,31041,0.0
1042,31042,0.0
1043,31043,0.0
1044,31044,0.0
1045,31045,0.0
1046,31046,0.0
1047,31047,0.0
1048,31048,0.0
1049,31049,0.0
1050,31050,0.0
1051,31051,0.0
1052,31052,0.0
1053,31053,0.0
1054,31054,0.0
1055,31055,0.0
1056,31056,0.0
1057,31057,0.0
1058,31058,0.0
1059,31059,0.0
1060,31060,0.0
1061,31061,0.0
1062,31062,0.0
1063,31063,0.0
1064,31064,0.0
1065,31065,0.0
1066,31066,0.0
1067,31067,0.0
1068,31068,0.0
1069,31069,0.0
1070,31070,0.0
1071,31071,0.0
1072,31072,0.0
1073,31073,0.0
1074,31074,0.0
1075,31075,0.0
1076,31076,0.0
1077,31077,0.0
1078,31078,0.0
1079,31079,0.0
1080,31080,0.0
1081,31081,0.0
1082,31082,0.0
1083,31083,0.0
1084,31084,0.0
1085,31085,0.0
1086,31086,0.0
1087,31087,0.0
1088,31088,0.0
1089,31089,0.0
1090,31090,0.0
1091,31091,0.0
1092,31092,0.0
1093,31093,0.0
1094,31094,0.0
1095,31095,0.0
1096,31096,0.0
1097,31097,0.0
1098,31098,0.0
1099,31099,0.0
1100,31100,0.0
1101,31101,0.0
1102,31102,0.0
1103,31103,0.0
1104,31104,0.0
1105,31105,0.0
1106,31106,0.0
1107,31107,0.0
1108,31108,0.0
1109,31109,0.0
1110,31110,0.0
1111,31111,0.0
1112,31112,0.0
1113,31113,0.0
1114,31114,0.0
1115,31115,0.0
1116,31116,0.0
1117,31117,0.0
1118,31118,0.0
1119,31119,0.0
1120,31120,0.0
1121,31121,0.0
1122,31122,0.0
1123,31123,0.0
1124,31124,0.0
1125,31125,0.0
1126,31126,0.0
1127,31127,0.0
1128,31128,0.0
1129,31129,0.0
1130,31130,0.0
1131,31131,0.0
1132,31132,0.0
1133,31133,0.0
1134,31134,0.0
1135,31135,0.0
1136,31136,0.0
1137,31137,0.0
1138,31138,0.0
1139,31139,0.0
1140,31140,0.0
1141,31141,0.0
1142,31142,0.0
1143,31143,0.0
1144,31144,0.0
1145,31145,0.0
1146,31146,0.0
1147,31147,0.0
1148,31148,0.0
1149,31149,0.0
1150,31150,0.0
1151,31151,0.0
1152,31152,0.0
1153,31153,0.0
1154,31154,0.0
1155,31155,0.0
1156,31156,0.0
1157,31157,0.0
1158,31158,0.0
1159,31159,0.0
1160,31160,0.0
1161,31161,0.0
1162,31162,0.0
1163,31163,0.0
1164,31164,0.0
1165,31165,0.0
1166,31166,0.0
1167,31167,0.0
1168,31168,0.0
1169,31169,0.0
1170,31170,0.0
1171,31171,0.0
1172,31172,0.0
1173,31173,0.0
1174,31174,0.0
1175,31175,0.0
1176,31176,0.0
1177,31177,0.0
1178,31178,0.0
1179,31179,0.0
1180,31180,0.0
1181,31181,0.0
1182,31182,0.0
1183,31183,0.0
1184,31184,0.0
1185,31185,0.0
1186,31186,0.0
1187,31187,0.0
1188,31188,0.0
1189,31189,0.0
1190,31190,0.0
1191,31191,0.0
1192,31192,0.0
1193,31193,0.0
1194,31194,0.0
1195,31195,0.0
1196,31196,0.0
1197,31197,0.0
1198,31198,0.0
1199,31199,0.0
1200,31200,0.0
1201,31201,0.0
1202,31202,0.0
1203,31203,0.0
1204,31204,0.0
1205,31205,0.0
1206,31206,0.0
1207,31207,0.0
1208,31208,0.0
1209,31209,0.0
1210,31210,0.0
1211,31211,0.0
1212,31212,0.0
1213,31213,0.0
1214,31214,0.0
1215,31215,0.0
1216,31216,0.0
1217,31217,0.0
1218,31218,0.0
1219,31219,0.0
1220,31220,0.0
1221,31221,0.0
1222,31222,0.0
1223,31223,0.0
1224,31224,0.0
1225,31225,0.0
1226,31226,0.0
1227,31227,0.0
1228,31228,0.0
1229,31229,0.0
1230,31230,0.0
1231,31231,0.0
1232,31232,0.0
1233,31233,0.0
1234,31234,0.0
1235,31235,0.0
1236,31236,0.0
1237,31237,0.0
1238,31238,0.0
1239,31239,0.0
1240,31240,0.0
1241,31241,0.0
1242,31242,0.0
1243,31243,0.0
1244,31244,0.0
1245,31245,0.0
1246,31246,0.0
1247,31247,0.0
1248,31248,0.0
1249,31249,0.0
1250,31250,0.0
1251,31251,0.0
1252,31252,0.0
1253,31253,0.0
1254,31254,0.0
1255,31255,0.0
1256,31256,0.0
1257,31257,0.0
1258,31258,0.0
1259,31259,0.0
1260,31260,0.0
1261,31261,0.0
1262,31262,0.0
1263,31263,0.0
1264,31264,0.0
1265,31265,0.0
1266,31266,0.0
1267,31267,0.0
1268,31268,0.0
1269,31269,0.0
1270,31270,0.0
1271,31271,0.0
1272,31272,0.0
1273,31273,0.0
1274,31274,0.0
1275,31275,0.0
1276,31276,0.0
1277,31277,0.0
1278,31278,0.0
1279,31279,0.0
1280,31280,0.0
1281,31281,0.0
1282,31282,0.0
1283,31283,0.0
1284,31284,0.0
1285,31285,0.0
1286,31286,0.0
1287,31287,0.0
1288,31288,0.0
1289,31289,0.0
1290,31290,0.0
1291,31291,0.0
1292,31292,0.0
1293,31293,0.0
1294,31294,0.0
1295,31295,0.0
1296,31296,0.0
1297,31297,0.0
1298,31298,0.0
1299,31299,0.0
1300,31300,0.0
1301,31301,0.0
1302,31302,0.0
1303,31303,0.0
1304,31304,0.0
1305,31305,0.0
1306,31306,0.0
1307,31307,0.0
1308,31308,0.0
1309,31309,0.0
1310,31310,0.0
1311,31311,0.0
1312,31312,0.0
1313,31313,0.0
1314,31314,0.0
1315,31315,0.0
1316,31316,0.0
1317,31317,0.0
1318,31318,0.0
1319,31319,0.0
1320,31320,0.0
1321,31321,0.0
1322,31322,0.0
1323,31323,0.0
1324,31324,0.0
1325,31325,0.0
1326,31326,0.0
1327,31327,0.0
1328,31328,0.0
1329,31329,0.0
1330,31330,0.0
1331,31331,0.0
1332,31332,0.0
1333,31333,0.0
1334,31334,0.0
1335,31335,0.0
1336,31336,0.0
1337,31337,0.0
1338,31338,0.0
1339,31339,0.0
1340,31340,0.0
1341,31341,0.0
1342,31342,0.0
1343,31343,0.0
1344,31344,0.0
1345,31345,0.0
1346,31346,0.0
1347,31347,0.0
1348,31348,0.0
1349,31349,0.0
1350,31350,0.0
1351,31351,0.0
1352,31352,0.0
1353,31353,0.0
1354,31354,0.0
1355,31355,0.0
1356,31356,0.0
1357,31357,0.0
1358,31358,0.0
1359,31359,0.0
1360,31360,0.0
1361,31361,0.0
1362,31362,0.0
1363,31363,0.0
1364,31364,0.0
1365,31365,0.0
1366,31366,0.0
1367,31367,0.0
1368,31368,0.0
1369,31369,0.0
1370,31370,0.0
1371,31371,0.0
1372,31372,0.0
1373,31373,0.0
1374,31374,0.0
1375,31375,0.0
1376,31376,0.0
1377,31377,0.0
1378,31378,0.0
1379,31379,0.0
1380,31380,0.0
1381,31381,0.0
1382,31382,0.0
1383,31383,0.0
1384,31384,0.0
1385,31385,0.0
1386,31386,0.0
1387,31387,0.0
1388,31388,0.0
1389,31389,0.0
1390,31390,0.0
1391,31391,0.0
1392,31392,0.0
1393,31393,0.0
1394,31394,0.0
1395,31395,0.0
1396,31396,0.0
1397,31397,0.0
1398,31398,0.0
1399,31399,0.0
1400,31400,0.0
1401,31401,0.0
1402,31402,0.0
1403,31403,0.0
1404,31404,0.0
1405,31405,0.0
1406,31406,0.0
1407,31407,0.0
1408,31408,0.0
1409,31409,0.0
1410,31410,0.0
1411,31411,0.0
1412,31412,0.0
1413,31413,0.0
1414,31414,0.0
1415,31415,0.0
1416,31416,0.0
1417,31417,0.0
1418,31418,0.0
1419,31419,0.0
1420,31420,0.0
1421,31421,0.0
1422,31422,0.0
1423,31423,0.0
1424,31424,0.0
1425,31425,0.0
1426,31426,0.0
1427,31427,0.0
1428,31428,0.0
1429,31429,0.0
1430,31430,0.0
1431,31431,0.0
1432,31432,0.0
1433,31433,0.0
1434,31434,0.0
1435,31435,0.0
1436,31436,0.0
1437,31437,0.0
1438,31438,0.0
1439,31439,0.0
1440,31440,0.0
1441,31441,0.0
1442,31442,0.0
1443,31443,0.0
1444,31444,0.0
1445,31445,0.0
1446,31446,0.0
1447,31447,0.0
1448,31448,0.0
1449,31449,0.0
1450,31450,0.0
1451,31451,0.0
1452,31452,0.0
1453,31453,0.0
1454,31454,0.0
1455,31455,0.0
1456,31456,0.0
1457,31457,0.0
1458,31458,0.0
1459,31459,0.0
1460,31460,0.0
1461,31461,0.0
1462,31462,0.0
1463,31463,0.0
1464,31464,0.0
1465,31465,0.0
1466,31466,0.0
1467,31467,0.0
1468,31468,0.0
1469,31469,0.0
1470,31470,0.0
1471,31471,0.0
1472,31472,0.0
1473,31473,0.0
1474,31474,0.0
1475,31475,0.0
1476,31476,0.0
1477,31477,0.0
1478,31478,0.0
1479,31479,0.0
1480,31480,0.0
1481,31481,0.0
1482,31482,0.0
1483,31483,0.0
1484,31484,0.0
1485,31485,0.0
1486,31486,0.0
1487,31487,0.0
1488,31488,0.0
1489,31489,0.0
1490,31490,0.0
1491,31491,0.0
1492,31492,0.0
1493,31493,0.0
1494,31494,0.0
1495,31495,0.0
1496,31496,0.0
1497,31497,0.0
1498,31498,0.0
